Time,Latitude,Longitude,Range,CorrectedRange,LLH,CorrectedLLH,OrthometricHeight
628806013.812573,52.412349,13.655876,810382.0651,810379.6704,68.5937,68.5767,28.7953
628806013.8620057,52.415198,13.654492,810383.8347,810381.4400,67.4513,67.4343,27.6606
628806013.9114385,52.418046,13.653108999999999,810386.3288,810383.9341,65.5844,65.5674,25.8015
628806013.9608712,52.420894,13.651726,810388.0464,810385.6518,64.4940,64.4770,24.7189
631138815.785013,52.405156999999996,13.648518,810589.0755,810586.6774,71.0455,71.0649,31.2509
631138815.8344591,52.408004999999996,13.647134,810610.8341,810608.4361,49.9210,49.9405,10.1343
631138815.8839178,52.410855,13.645748999999999,810589.6603,810587.2623,71.7292,71.7486,31.9502
631138815.9333766,52.413703999999996,13.644363,810591.3728,810588.9748,70.6511,70.6705,30.8798
631138815.9828224,52.416553,13.642978,810592.2553,810589.8573,70.4028,70.4222,30.6392
631138816.0322809,52.419402,13.641592999999999,810597.0888,810594.6908,66.2037,66.2231,26.4477
631138816.0817263,52.422250999999996,13.640207,810598.6462,810596.2482,65.2805,65.2999,25.5321
633471617.5858359,52.40455,13.655833999999999,810754.5039,810752.1189,71.6583,71.6704,31.8631
633471617.6352942,52.407399999999996,13.654449999999999,810736.2902,810733.9052,90.4965,90.5086,50.7090
633471617.684778,52.410250999999995,13.653065,810752.4916,810750.1066,74.9200,74.9321,35.1403
633471617.7342362,52.4131,13.651679999999999,810760.0554,810757.6704,67.9807,67.9928,28.2087
633471617.7837071,52.415949999999995,13.650295,810760.9910,810758.6060,67.6698,67.6819,27.9055
633471617.8331654,52.418799,13.648909999999999,810763.2714,810760.8864,66.0138,66.0259,26.2572
633471617.8826363,52.421648999999995,13.647525,810757.9317,810755.5467,71.9782,71.9903,32.2294
635804417.0554228,52.408947,13.658847999999999,810595.0522,810592.6897,72.0835,72.0436,32.2549
635804417.104881,52.411795999999995,13.657464,810592.5375,810590.1751,75.2108,75.1709,35.3897
635804417.1543393,52.414646,13.65608,810592.1772,810589.8149,76.1838,76.1439,36.3703
635804417.2037847,52.417494999999995,13.654696,810592.8605,810590.4983,76.1129,76.0730,36.3069
635804417.253243,52.420344,13.653310999999999,810593.8262,810591.4641,75.7599,75.7200,35.9615
638137218.0448933,52.404508,13.643044,810351.5877,810349.2119,71.8657,71.7760,31.9534
638137218.0943387,52.407356,13.641658999999999,810351.8523,810349.4764,72.2186,72.1289,32.3139
638137218.1437714,52.410204,13.640274,810352.5344,810350.1585,72.1538,72.0642,32.2568
640470022.880728,52.403431,13.648634999999999,810392.0685,810389.6864,71.8802,71.7852,31.9658
640470022.9301608,52.406279,13.647250999999999,810392.7375,810390.3554,71.8398,71.7448,31.9332
640470022.9795935,52.409127,13.645866999999999,810393.7281,810391.3460,71.4778,71.3828,31.5789
640470023.0290508,52.411975999999996,13.644482,810394.1066,810391.7245,71.7282,71.6333,31.8370
640470023.0784836,52.414823999999996,13.643097,810396.8363,810394.4541,69.6272,69.5322,29.7436
640470023.1279163,52.417671999999996,13.641713,810397.2961,810394.9138,69.7961,69.7011,29.9200
640470023.177362,52.420521,13.640328,810396.0361,810393.6537,71.6850,71.5900,31.8165
642802824.6586204,52.404492999999995,13.653917999999999,810601.2405,810598.8610,71.2264,71.1820,31.3722
642802824.7080913,52.407343,13.652533,810602.3108,810599.9313,70.7836,70.7392,30.9372
642802824.7575366,52.410191999999995,13.651149,810603.2664,810600.8869,70.4553,70.4109,30.6166
642802824.8069823,52.413039999999995,13.649764999999999,810604.0106,810601.6311,70.3383,70.2939,30.5074
642802824.8564405,52.41589,13.64838,810605.0452,810602.6656,69.9312,69.8868,30.1079
642802824.9058859,52.418738999999995,13.646996,810608.9138,810606.5342,66.6898,66.6454,26.8743
642802824.9553442,52.421588,13.645610999999999,810610.8914,810608.5118,65.3396,65.2952,25.5318
645135623.4606271,52.411938,13.659968,810597.3658,810594.8560,73.7806,73.8130,34.0349
645135623.5100725,52.414787,13.658584,810603.2858,810600.7760,68.4757,68.5081,28.7377
645135623.5595307,52.417637,13.6572,810605.0438,810602.5340,67.3330,67.3654,27.6027
645135623.6089764,52.420485,13.655814999999999,810607.1088,810604.5989,65.8831,65.9155,26.1604
647468423.5607848,52.408138,13.658944,810382.5854,810380.1389,71.9094,71.9921,32.2003
647468423.6102309,52.410987,13.65756,810379.5493,810377.1027,75.5584,75.6410,35.8569
647468423.6596642,52.413835,13.656177,810379.8458,810377.3992,75.8746,75.9573,36.1809
647468423.7090969,52.416683,13.654793,810380.6149,810378.1683,75.7182,75.8009,36.0322
647468423.7585297,52.419531,13.653409,810381.2390,810378.7923,75.7068,75.7894,36.0284
647468423.8079627,52.42238,13.652025,810390.0188,810387.5721,67.5397,67.6223,27.8691
649801222.438992,52.403309,13.658541999999999,810286.4059,810283.9463,71.8948,71.9745,32.1663
649801222.4884255,52.406157,13.657159,810288.8590,810286.3994,70.0653,70.1450,30.3445
649801222.5378714,52.409006,13.655775,810289.8784,810287.4188,69.6697,69.7493,29.9565
649801222.5872915,52.411854,13.654392,810290.7402,810288.2806,69.4313,69.5109,29.7258
649801222.6367242,52.414702,13.653008999999999,810292.2776,810289.8181,68.5174,68.5971,28.8197
649801222.686157,52.417550999999996,13.651625,810293.4679,810291.0084,67.9506,68.0303,28.2606
649801222.7355897,52.420398999999996,13.650241,810296.8000,810294.3405,65.2421,65.3217,25.5597
652134018.8642201,52.404374999999995,13.659905,810476.8085,810474.3031,72.0256,72.0790,32.2762
652134018.9136784,52.407225,13.658522,810477.5965,810475.0911,71.8693,71.9227,32.1277
652134018.9631238,52.410073999999994,13.657138999999999,810474.8989,810472.3935,75.1985,75.2519,35.4648
652134019.0125694,52.412921999999995,13.655755,810475.5381,810473.0327,75.1909,75.2443,35.4649
652134019.0620158,52.415771,13.654371999999999,810475.9317,810473.4262,75.4290,75.4824,35.7105
652134019.1114614,52.41862,13.652987999999999,810476.4720,810473.9665,75.5203,75.5737,35.8094
652134019.1609197,52.42147,13.651603999999999,810476.5877,810474.0821,76.0364,76.0898,36.3329
654466821.6797128,52.403977999999995,13.645557,810695.5064,810693.1350,71.4697,71.5079,31.6866
654466821.729171,52.406827,13.644172,810694.2698,810691.8983,73.3323,73.3705,33.5569
654466821.7786293,52.409676999999995,13.642787,810695.0553,810692.6837,73.1728,73.2110,33.4051
654466821.8281002,52.412527,13.641402,810698.7371,810696.3654,70.1172,70.1554,30.3572
656799622.4189146,52.404433,13.651005,810615.2437,810612.7787,71.1965,71.2351,31.4216
