Time,Latitude,Longitude,LLH,CorrectedLLH,OrthometricHeight
516831605.5729594,52.441188,13.630163999999999,71.9923,71.9846,32.2660
516831605.62241745,52.444038,13.628777,71.9465,71.9388,32.2278
516831605.6718631,52.446886,13.627391,72.0153,72.0076,32.3042
516831605.72132134,52.449735999999994,13.626004,71.5581,71.5504,31.8546
516831605.7707796,52.452585,13.624616999999999,70.7763,70.7686,31.0804
516831605.820225,52.455433,13.62323,74.7946,74.7869,35.1062
516831605.86968327,52.458282999999994,13.621843,72.7826,72.7749,33.1018
519164404.2203193,52.330552,13.692397999999999,65.6265,65.6389,25.6212
519164404.269752,52.333400999999995,13.691018,66.7411,66.7535,26.7442
519164404.36861753,52.339098,13.688258,66.5949,66.6073,26.6148
519164404.4180503,52.341946,13.686878,68.5246,68.5370,28.5529
519164404.4674704,52.344794,13.685497999999999,68.3881,68.4005,28.4247
519164404.51690316,52.347643,13.684116999999999,68.9295,68.9419,28.9746
519164404.5663359,52.350491,13.682737,66.6088,66.6212,26.6623
519164404.6157687,52.353339999999996,13.681356,66.6191,66.6315,26.6809
519164404.6652014,52.356187999999996,13.679974999999999,72.3300,72.3424,32.4002
519164404.71463394,52.359037,13.678593999999999,72.1100,72.1224,32.1887
519164404.7640667,52.361885,13.677213,71.1655,71.1779,31.2526
519164404.81349945,52.364733,13.675830999999999,71.8543,71.8667,31.9497
519164404.86293244,52.367582,13.67445,72.0670,72.0794,32.1708
519164404.9123652,52.37043,13.673067999999999,71.5276,71.5400,31.6399
519164404.96179795,52.373279,13.671686,70.6370,70.6494,30.7576
519164405.0112319,52.376127,13.670304,72.0737,72.0861,32.2025
519164405.0606649,52.378975,13.668922,72.1107,72.1231,32.2472
519164405.11009836,52.381823999999995,13.667539,71.7713,71.7837,31.9156
519164405.1595316,52.384671999999995,13.666157,72.0137,72.0261,32.1657
519164405.2089648,52.387519999999995,13.664774,71.7740,71.7864,31.9337
519164405.25839806,52.390369,13.663390999999999,71.8087,71.8211,31.9761
519164405.3078315,52.393217,13.662008,71.6779,71.6903,31.8531
519164405.35726476,52.396065,13.660625,72.0858,72.0982,32.2687
519164405.40671086,52.398914,13.659241999999999,71.7211,71.7335,31.9116
519164405.45614386,52.401762999999995,13.657858,71.9679,71.9803,32.1661
519164405.5055766,52.404610999999996,13.656474999999999,72.0687,72.0811,32.2747
519164405.55500937,52.407458999999996,13.655090999999999,71.6184,71.6308,31.8321
519164405.6044421,52.410306999999996,13.653706999999999,69.7342,69.7466,29.9556
519164405.65388775,52.413156,13.652322999999999,69.6954,69.7078,29.9245
519164405.70333314,52.416005,13.650938,69.0869,69.0993,29.3238
519164405.75275326,52.418852,13.649554,66.8716,66.8840,27.1162
519164405.802186,52.421701,13.648169999999999,64.7438,64.7562,24.9960
519164405.85161877,52.424549,13.646785,71.7652,71.7776,32.0251
519164405.9010644,52.427398,13.645399999999999,71.7602,71.7726,32.0279
519164405.95049715,52.430246,13.644015,71.6843,71.6967,31.9597
519164405.99991703,52.433093,13.642631,71.8063,71.8187,32.0894
519164406.04936147,52.435942,13.641245,71.8182,71.8306,32.1087
519164406.0987942,52.43879,13.639859999999999,71.8980,71.9104,32.1957
519164406.1482272,52.441638,13.638473999999999,71.8918,71.9042,32.1969
519164406.1976726,52.444486999999995,13.637087999999999,71.9562,71.9686,32.2686
519164406.2470927,52.447334,13.635703,71.7889,71.8013,32.1086
519164406.2965255,52.450182,13.634317,72.0340,72.0465,32.3611
519164406.3459711,52.453030999999996,13.63293,74.6136,74.6260,34.9480
519164406.39540386,52.455878999999996,13.631544,75.6392,75.6517,35.9809
519164406.4448366,52.458726999999996,13.630158,75.0330,75.0454,35.3820
521497204.4249337,52.330783999999994,13.697052,63.3285,63.3870,23.3730
521497204.4743538,52.333631999999994,13.695673,63.1236,63.1821,23.1769
521497204.52378654,52.336481,13.694293,63.2544,63.3130,23.3166
521497204.5732193,52.339329,13.692914,63.8925,63.9511,23.9635
521497204.6226523,52.342178,13.691533999999999,67.5603,67.6188,27.6401
521497204.6720855,52.345026999999995,13.690154,67.5601,67.6186,27.6487
521497204.72151875,52.347874999999995,13.688773,68.2151,68.2737,28.3126
521497204.77093935,52.350722999999995,13.687393,68.9447,69.0032,29.0510
521497204.8203728,52.353570999999995,13.686012999999999,65.1422,65.2007,25.2572
521497204.86980605,52.35642,13.684631999999999,65.8625,65.9210,25.9863
521497204.9192393,52.359268,13.683250999999998,72.0140,72.0725,32.1467
521497204.9686725,52.362117,13.68187,72.0471,72.1056,32.1886
521497205.018106,52.364965,13.680489,72.1343,72.1928,32.2842
521497205.06753755,52.367813999999996,13.679108,71.9535,72.0120,32.1112
521497205.1169703,52.370661999999996,13.677726,72.0560,72.1145,32.2215
521497205.1664033,52.373511,13.676345,69.4827,69.5412,29.6559
521497205.21583605,52.376359,13.674963,72.0160,72.0745,32.1970
521497205.26528144,52.379208,13.673580999999999,72.0014,72.0599,32.1901
521497205.3147142,52.382056999999996,13.672198,71.9597,72.0182,32.1562
521497205.3641472,52.384904999999996,13.670815999999999,71.8818,71.9403,32.0860
521497205.41357994,52.387753,13.669433999999999,71.3418,71.4003,31.5538
521497205.4630127,52.390601999999994,13.668051,71.0485,71.1070,31.2682
521497205.51244545,52.393449999999994,13.666668999999999,71.1927,71.2511,31.4202
521497205.5618782,52.396297999999994,13.665286,70.9065,70.9649,31.1418
521497205.61131096,52.399147,13.663903,71.8902,71.9486,32.1332
521497205.6607437,52.401995,13.662519999999999,72.0363,72.0947,32.2871
521497205.71017647,52.404843,13.661137,71.9885,72.0469,32.2470
521497205.7596092,52.407691,13.659753,71.9739,72.0323,32.2402
521497205.809042,52.41054,13.65837,68.9090,68.9674,29.1830
521497205.85848737,52.413388999999995,13.656984999999999,68.8685,68.9269,29.1503
521497205.90792036,52.416236999999995,13.655602,68.2075,68.2659,28.4971
521497205.9573531,52.419084999999995,13.654218,65.9087,65.9671,26.2060
521497206.00678587,52.421932999999996,13.652833,63.6274,63.6858,23.9324
521497206.05620694,52.424780999999996,13.651449,72.0173,72.0757,32.3297
521497206.1056397,52.427628999999996,13.650065,71.9235,71.9819,32.2434
521497206.1550851,52.430478,13.648679999999999,71.3018,71.3602,31.6291
521497206.20451784,52.433326,13.647295,70.9103,70.9687,31.2450
521497206.25395083,52.436174,13.645909999999999,70.0896,70.1480,30.4318
521497206.3033838,52.439021999999994,13.644525,70.0010,70.0594,30.3506
521497206.3528297,52.441871,13.643139,70.7091,70.7675,31.0661
521497206.40226316,52.444719,13.641753999999999,71.6130,71.6713,31.9774
521497206.4516964,52.447567,13.640367999999999,71.4326,71.4910,31.8045
521497206.5011296,52.450415,13.638983,70.3959,70.4542,30.7752
521497206.55056286,52.453264,13.637597,69.0434,69.1017,29.4301
521497206.5999963,52.456112,13.636211,67.3377,67.3961,27.7319
521497206.6494167,52.458959,13.634825,65.9405,65.9988,26.3421
523830003.4417007,52.332729,13.699513,63.1689,63.2481,23.2437
523830003.4911468,52.335578,13.698132999999999,63.5942,63.6734,23.6778
523830003.5405927,52.338426999999996,13.696753999999999,64.4640,64.5432,24.5565
523830003.59003854,52.341277,13.695374,63.6345,63.7137,23.7358
523830003.63948464,52.344125999999996,13.693994,66.4203,66.4995,26.5304
523830003.68893075,52.346975,13.692613,65.6462,65.7254,25.7652
523830003.7383766,52.349824,13.691232999999999,64.8481,64.9273,24.9759
523830003.78782225,52.352672999999996,13.689852,62.9813,63.0605,23.1179
523830003.8372679,52.355522,13.688471999999999,63.1210,63.2002,23.2665
523830003.8867135,52.358371,13.687090999999999,70.4798,70.5590,30.6341
523830003.93617177,52.361221,13.68571,72.0104,72.0896,32.1735
523830003.98561716,52.36407,13.684329,71.9939,72.0731,32.1659
523830004.03506374,52.366918999999996,13.682946999999999,72.0008,72.0800,32.1808
523830004.08450913,52.369768,13.681566,71.9478,72.0270,32.1356
523830004.1339674,52.372617999999996,13.680183999999999,68.4802,68.5594,28.6758
523830004.183413,52.375467,13.678802,71.9548,72.0340,32.1581
523830004.2328584,52.378316,13.67742,71.9409,72.0201,32.1520
523830004.28230405,52.381164999999996,13.676038,71.9610,72.0402,32.1799
523830004.33174944,52.384014,13.674655999999999,71.9115,71.9907,32.1382
523830004.38119507,52.386863,13.673274,71.8425,71.9217,32.0769
523830004.4306531,52.389713,13.671890999999999,71.5469,71.6261,31.7891
523830004.48011136,52.392562,13.670508,70.7123,70.7915,30.9623
523830004.529557,52.395410999999996,13.669125,71.0362,71.1153,31.2938
523830004.5790024,52.39826,13.667741999999999,71.2085,71.2876,31.4739
523830004.628448,52.401109,13.666359,71.7126,71.7917,31.9858
523830004.6779063,52.403959,13.664976,71.9393,72.0184,32.2203
523830004.72735167,52.406808,13.663592,71.8863,71.9654,32.1750
523830004.7767973,52.409656999999996,13.662208999999999,71.9869,72.0660,32.2834
523830004.8262427,52.412504999999996,13.660824999999999,68.2379,68.3170,28.5422
523830004.87570095,52.415355,13.659441,68.0238,68.1029,28.3359
523830004.9251466,52.418203999999996,13.658057,66.7264,66.8055,27.0462
523830004.974592,52.421053,13.656673,63.3806,63.4597,23.7082
523830005.02404904,52.423902,13.655287999999999,70.9375,71.0166,31.2727
523830005.07349515,52.426750999999996,13.653903999999999,71.7762,71.8553,32.1188
523830005.1229539,52.4296,13.652519,71.5367,71.6158,31.8867
523830005.1724,52.432449,13.651133999999999,70.5126,70.5917,30.8700
523830005.22184587,52.435297999999996,13.649749,70.1604,70.2394,30.5252
523830005.27130485,52.438147,13.648363,69.7327,69.8117,30.1048
523830005.3207636,52.440996999999996,13.646977999999999,70.2221,70.3011,30.6017
523830005.37020946,52.443846,13.645593,70.5038,70.5828,30.8907
523830005.4196682,52.446695,13.644207,70.9783,71.0573,31.3727
523830005.46911407,52.449543999999996,13.642821,70.0164,70.0953,30.4181
523830005.51857233,52.452393,13.641435,68.9487,69.0277,29.3579
523830005.56801796,52.455242,13.640049,67.8979,67.9768,28.3144
523830005.6174762,52.458090999999996,13.638662,63.3272,63.4062,23.7512
526162801.7481146,52.330993,13.684762,68.6926,68.7363,28.7111
526162801.7975862,52.333842999999995,13.68338,69.5351,69.5788,29.5631
526162801.89647746,52.339541,13.680617999999999,69.6345,69.6782,29.6813
526162801.9459486,52.342391,13.679236,69.9577,70.0014,30.0140
526162801.995394,52.34524,13.677855,70.2194,70.2631,30.2851
526162802.0448532,52.34809,13.676473,70.3246,70.3683,30.3983
526162802.09429884,52.350939,13.675091,71.3687,71.4124,31.4503
526162802.14375734,52.353787999999994,13.673708999999999,72.0897,72.1334,32.1790
526162802.1932156,52.356638,13.672326,72.1558,72.1995,32.2529
526162802.242661,52.359486999999994,13.670943999999999,72.1022,72.1459,32.2072
526162802.2921066,52.362334999999995,13.669561999999999,72.0566,72.1003,32.1694
526162802.34157753,52.365185999999994,13.668178,72.1296,72.1733,32.2502
526162802.3910229,52.368033999999994,13.666796,70.7343,70.7780,30.8627
526162802.4404812,52.370884,13.665413,71.0207,71.0644,31.1570
526162802.48993945,52.373732999999994,13.664029,71.7233,71.7670,31.8674
526162802.5393977,52.376583,13.662645999999999,72.0582,72.1019,32.2100
526162802.588856,52.379431999999994,13.661261999999999,72.0061,72.0498,32.1658
526162802.6383014,52.382281,13.659879,71.9845,72.0282,32.1520
526162802.68775964,52.38513,13.658494999999998,71.7937,71.8374,31.9691
526162802.73720527,52.387978999999994,13.657110999999999,71.9809,72.0246,32.1640
526162802.78666353,52.390828,13.655726999999999,72.0951,72.1388,32.2861
526162802.8361218,52.393677999999994,13.654342,72.0373,72.0810,32.2361
526162802.88558006,52.396527,13.652958,71.9838,72.0275,32.1905
526162802.9350383,52.399376,13.651572999999999,71.8794,71.9231,32.0938
526162802.9844837,52.402224999999994,13.650189,71.3804,71.4241,31.6026
526162803.0339408,52.405074,13.648804,71.1754,71.2191,31.4053
526162803.08339906,52.407923999999994,13.647418,70.9023,70.9460,31.1399
526162803.1328449,52.410771999999994,13.646033,70.8986,70.9423,31.1437
526162803.18231654,52.413622,13.644648,70.5097,70.5534,30.7625
526162803.2317753,52.416472,13.643262,69.6107,69.6544,29.8711
526162803.281234,52.419321,13.641876,67.3736,67.4173,27.6417
526162803.33069277,52.422169999999994,13.64049,67.1514,67.1951,27.4270
526162803.3801515,52.425019,13.639104,71.8744,71.9181,32.1577
526162803.4296229,52.427869,13.637718,71.8647,71.9084,32.1556
526162803.479069,52.430718,13.636332,71.9391,71.9828,32.2377
526162803.52852774,52.433567,13.634945,71.8768,71.9205,32.1829
526162803.577986,52.436415999999994,13.633557999999999,72.2425,72.2862,32.5563
526162803.62743163,52.439265,13.632171999999999,71.8409,71.8846,32.1623
526162803.6768899,52.442114,13.630785,71.1524,71.1961,31.4814
526162803.7263608,52.444964,13.629396999999999,71.4213,71.4650,31.7579
526162803.77581906,52.447813,13.62801,71.3946,71.4383,31.7388
526162803.8252773,52.450661999999994,13.626622999999999,71.2684,71.3121,31.6203
526162803.8747356,52.453511,13.625235,70.1193,70.1630,30.4788
526162803.92419386,52.45636,13.623847,68.3220,68.3657,28.6891
526162803.9736521,52.459208999999994,13.62246,63.2230,63.2667,23.5977
528495607.55856204,52.331455999999996,13.677783999999999,70.0836,70.0639,30.0323
528495607.60800767,52.334305,13.676404,71.6975,71.6778,31.6551
528495607.65746593,52.337154999999996,13.675023,69.2160,69.1963,29.1824
528495607.7069113,52.340004,13.673642,70.9725,70.9528,30.9478
528495607.7563696,52.342853999999996,13.67226,70.3573,70.3377,30.3415
528495607.8058152,52.345703,13.670879,69.8088,69.7892,29.8019
528495607.8552606,52.348552,13.669497999999999,70.8291,70.8095,30.8310
528495607.90470624,52.351400999999996,13.668116,72.2913,72.2717,32.3021
528495607.95415187,52.35425,13.666735,72.1974,72.1778,32.2171
528495608.00359726,52.357099,13.665353,72.1941,72.1745,32.2226
528495608.05305433,52.359947999999996,13.663971,72.0580,72.0384,32.0942
528495608.1025126,52.362798,13.662588,71.9321,71.9125,31.9760
528495608.151958,52.365646999999996,13.661206,71.4639,71.4444,31.5156
528495608.2014036,52.368496,13.659823999999999,71.9331,71.9135,31.9924
528495608.250849,52.371345,13.658441,72.4802,72.4606,32.5473
528495608.3003073,52.374193999999996,13.657058,72.2495,72.2299,32.3243
528495608.34975266,52.377043,13.655674999999999,72.1889,72.1693,32.2715
528495608.3991983,52.379892,13.654293,72.1321,72.1126,32.2224
528495608.4486437,52.382740999999996,13.652909,72.2334,72.2139,32.3315
528495608.49810195,52.38559,13.651525999999999,72.0094,71.9898,32.1151
528495608.5475476,52.388439,13.650141999999999,72.0292,72.0096,32.1427
528495608.5969932,52.391287999999996,13.648759,72.2397,72.2201,32.3609
528495608.64645123,52.394137,13.647375,72.2391,72.2196,32.3680
528495608.69589686,52.396986,13.645990999999999,71.9322,71.9127,32.0689
528495608.7453425,52.399834999999996,13.644606999999999,71.5427,71.5232,31.6871
528495608.79480076,52.402685,13.643222,71.4940,71.4745,31.6462
528495608.8442466,52.405533,13.641838,71.8651,71.8455,32.0249
528495608.89370537,52.408383,13.640452999999999,71.7088,71.6893,31.8764
528495608.9431515,52.411231,13.639068,71.5330,71.5135,31.7083
528495608.9925976,52.41408,13.637684,71.8965,71.8770,32.0796
528495609.0420439,52.416928999999996,13.636299,71.0811,71.0616,31.2717
528495609.0914905,52.419778,13.634914,71.5444,71.5249,31.7427
528495609.1409366,52.422626,13.633528,71.2837,71.2642,31.4895
528495609.19039536,52.425475999999996,13.632142,71.8989,71.8795,32.1124
528495609.23982835,52.428323999999996,13.630757,72.0757,72.0562,32.2967
528495609.2892866,52.431173,13.629370999999999,71.9828,71.9634,32.2114
528495609.33873224,52.434022,13.627984999999999,71.9732,71.9538,32.2094
528495609.38817763,52.43687,13.626598999999999,71.8914,71.8720,32.1352
528495609.43762326,52.439719,13.625212999999999,71.9205,71.9011,32.1719
528495609.48706865,52.442567,13.623826999999999,71.9341,71.9147,32.1931
528495609.5365269,52.445417,13.62244,71.9885,71.9691,32.2550
528495609.58597255,52.448265,13.621053,71.7735,71.7542,32.0477
528495609.6354308,52.451114,13.619665999999999,71.4135,71.3941,31.6952
528495609.6848762,52.453962999999995,13.618279,70.5025,70.4832,30.7919
528495609.73433447,52.456812,13.616892,72.4369,72.4175,32.7338
528495609.7837801,52.459661,13.615504999999999,72.3373,72.3180,32.6419
530828405.27822113,52.332426,13.693363999999999,65.9476,65.8919,25.8813
530828405.3770869,52.338122999999996,13.690605,75.1853,75.1296,35.1360
530828405.4265199,52.340972,13.689224,74.9986,74.9429,34.9577
530828405.4759526,52.34382,13.687844,74.5191,74.4634,34.4867
530828405.5253854,52.346668,13.686463999999999,69.5273,69.4716,29.5033
530828405.57481813,52.349517,13.685082999999999,70.8895,70.8338,30.8740
530828405.6242509,52.352365,13.683703,72.3968,72.3411,32.3898
530828405.67368364,52.355214,13.682322,73.0237,72.9680,33.0251
530828405.7231293,52.358062999999994,13.68094,72.2424,72.1867,32.2523
530828405.772562,52.360910999999994,13.679559,72.2217,72.1661,32.2401
530828405.8219948,52.36376,13.678177999999999,72.1614,72.1058,32.1882
530828405.87142754,52.366608,13.676796,72.1185,72.0629,32.1538
530828405.9208603,52.369456,13.675415,72.3602,72.3046,32.4040
530828405.97029305,52.372305,13.674033,72.2753,72.2197,32.3275
530828406.0197258,52.375153,13.672651,72.1461,72.0905,32.2065
530828406.0691595,52.378001,13.671268999999999,72.1809,72.1253,32.2490
530828406.11859226,52.380849999999995,13.669887,72.1293,72.0738,32.2052
530828406.168025,52.383697999999995,13.668503999999999,72.2248,72.1692,32.3083
530828406.21747065,52.386547,13.667121999999999,72.1452,72.0896,32.2365
530828406.2669034,52.389395,13.665738999999999,71.3867,71.3311,31.4857
530828406.31633615,52.392243,13.664356,71.5985,71.5430,31.7053
530828406.3657689,52.395092,13.662973,71.9651,71.9096,32.0796
530828406.41520166,52.39794,13.661589999999999,72.1083,72.0528,32.2306
530828406.46463466,52.400788,13.660207,72.1850,72.1295,32.3150
530828406.5140798,52.403636999999996,13.658823,72.1242,72.0687,32.2619
530828406.5635128,52.406484999999996,13.657439,72.0531,71.9976,32.1985
530828406.61294603,52.409333,13.656056,72.0239,71.9684,32.1770
530828406.66237926,52.412181999999994,13.654672,69.4844,69.4289,29.6453
530828406.7118254,52.415029999999994,13.653286999999999,69.0108,68.9554,29.1794
530828406.7612586,52.417879,13.651902999999999,66.8106,66.7552,26.9870
530828406.8107047,52.420727,13.650518,64.9613,64.9059,25.1454
530828406.86013794,52.423576,13.649134,72.0710,72.0155,32.2628
530828406.9095712,52.426424,13.647749,72.1535,72.0981,32.3530
530828406.9590173,52.429272999999995,13.646364,71.9680,71.9126,32.1753
530828407.00845027,52.432120999999995,13.644979,72.0417,71.9863,32.2567
530828407.0578821,52.434968999999995,13.643594,71.9902,71.9348,32.2125
530828407.1073277,52.437816999999995,13.642209,71.9498,71.8944,32.1794
530828407.15676045,52.440664999999996,13.640823,72.0563,72.0009,32.2932
530828407.20620584,52.443514,13.639437,71.9742,71.9189,32.2186
530828407.2556386,52.446362,13.638052,71.9317,71.8764,32.1834
530828407.3050716,52.44921,13.636666,72.0340,71.9787,32.2930
530828407.354517,52.452059,13.635278999999999,75.5613,75.5060,35.8276
530828407.40394974,52.454907,13.633892999999999,76.5789,76.5236,36.8526
530828407.45339537,52.457755,13.632506999999999,75.9825,75.9272,36.2635
533161203.02799845,52.335257999999996,13.697263999999999,64.4538,64.4165,24.4237
533161203.0774431,52.338107,13.695884,65.3601,65.3228,25.3381
533161203.1268885,52.340956999999996,13.694505,67.2858,67.2485,27.2720
533161203.1763344,52.343806,13.693125,73.8868,73.8495,33.8810
533161203.2257798,52.346655,13.691744,74.3410,74.3037,34.3434
533161203.2752254,52.349503999999996,13.690363999999999,71.7256,71.6883,31.7361
533161203.3246708,52.352353,13.688984,72.0869,72.0497,32.1056
533161203.3741164,52.355202,13.687603,72.3850,72.3477,32.4117
533161203.4235618,52.358052,13.686221999999999,73.6900,73.6528,33.7249
533161203.4730072,52.360901,13.684842,72.2680,72.2307,32.3110
533161203.52245283,52.363749999999996,13.68346,72.1982,72.1610,32.2494
533161203.57189846,52.366599,13.682079,72.1517,72.1144,32.2109
533161203.6213436,52.369448,13.680698,72.1281,72.0909,32.1955
533161203.67078924,52.372296999999996,13.679316,72.2430,72.2057,32.3185
533161203.72023463,52.375146,13.677935,72.1387,72.1015,32.2224
533161203.76968026,52.377995,13.676553,72.1205,72.0832,32.2122
533161203.81912565,52.380843999999996,13.675170999999999,72.0791,72.0419,32.1790
533161203.8685713,52.383693,13.673789,72.1566,72.1194,32.2646
533161203.9180298,52.386542999999996,13.672405999999999,72.1241,72.0869,32.2403
533161203.96747565,52.389392,13.671024,72.1141,72.0769,32.2383
533161204.0169225,52.392241,13.669640999999999,71.0177,70.9805,31.1499
533161204.0663688,52.395089999999996,13.668258,71.6053,71.5681,31.7451
533161204.1158147,52.397939,13.666876,71.7928,71.7556,31.9403
533161204.1652608,52.400788,13.665493,72.0437,72.0065,32.1988
533161204.2147069,52.403636999999996,13.664109,71.9919,71.9547,32.1546
533161204.26415277,52.406486,13.662726,72.0603,72.0231,32.2306
533161204.3136115,52.409335,13.661342,72.0547,72.0175,32.2327
533161204.36305714,52.412183999999996,13.659958999999999,75.1849,75.1477,35.3705
533161204.41250277,52.415033,13.658574999999999,75.6680,75.6308,35.8612
